"title","seller_name","brand","description","initial_price","final_price","reviews_count","root_bs_rank","rating","bought_past_month","bs_rank","root_bs_category","country_of_origin"
"LED Desk Lamp with Clamp, Architect Desk Lamp with Dual Light and Adjustable Swing Arm, Clip-on Eye-Care 4 CCT Modes & 5 Brightness Levels Table Light Modern Desk Light for Home Office","Mic¦¦¦an-¦¦¦","Micomlan","About Micomlan Micomlan is dedicated to developing, innovating, and focusing on light for home and office. keeping upgrading products and always bringing a better lighting experience to every customer. Our Dual light source desk lamp applied a unique dual Light Source design and long swing arm. scientific counterweight, beautiful and sensitive touch switch, super high color matching, making office life more enjoyable and healthy.   Compared with ordinary desk lamp, Micomlan desk lamp can protect your eyes better and saving space. 1.Dual light source desk lamp can illuminate the entire desk workbench evenly without dark areas or overlapping shadows.High quality LED offer a natural & soft light like the sunlight, flicker-free illumination makes your eyes without fatigued even staying in the light for a long time. 2.Extra-wide metal clamp save space, and keeping your desktop clean. Using high-quality aluminum, with superior heat dissipation, it nicely extends the service life of the clamp lamp.   Beautiful and sensitive touch switch can control the color modes and brightness per your needs, you can enjoy wonderful life!   Long Swing Arm & Flexible Angles the size is suitable for any deak or table for drawing, sewing, crafting, reading, study 360° rotating base180° rotating lamp270° adjustable metal arm       Strong aluminum clamp supports up to 2.5 inch wide tabletop Sensitive touch buttons easy to control Nylon shaft is easy to fix the position, Not easy to loosen or fall Ideal for reading, working, thinking, relaxing, drawing, knitting, sewing, hobby, handicrafts, etc         Studing Working Reading Gaming","60.00","50.00","1550","3501","4.6","1000","18","Cell Phones & Accessories","China"
"Wooster 912-0031030020 Paintbrush, 2-Inch, White","Ama¦¦¦.co¦¦¦","Wooster","Thick, open-cell polyurethane foam holds more paint for better coverage. Smoothest “no brush marks” finish. White plastic handle has a built-in stiffener blade for consistent flex and neat, precise results. Use with all paints, varnishes, and stains. High-quality brushes, excellent for antiquing, decoupage, crafts, and smooth clear coats to protect the finishes. The Wooster Brush Company has been manufacturing innovative, high-performance painting tools right out of Wooster, Ohio USA since 1851. Our trade names include Ultra/Pro, Advantage, Yachtsman, Shortcut paintbrushes; Super/Fab, Super Doo-Z roller covers; Sherlock frames and extension poles; Jumbo-Koter minirollers; and Prep Crew surface prep tools. You can feel confident knowing Wooster is the name behind your painting tools.","2.75","1.80","1807","11056","4.6","300","14","Tools & Home Improvement","China"
"Photomyne A4 Slide Viewer | Light Pad Backlight | Negative Viewer | Film Negatives & Old Slides Scanning Light Box | Hands-Free Ultra-Thin Ultimate Brightness (Includes USB Adapter) - Black","Pho¦¦¦yne¦¦¦D","PHOTOMYNE","Memories live here Digitizing your memories and safeguarding your family history is easy with Photomyne’s apps. Every captured moment. Every family member. All from the comfort of your smartphone.   The Photomyne Scanning Suite Every photographed moment from your past deserves to look its best for the future. Photomyne’s scanning suite provides a simple solution for bringing generations of photos, slides, and film negatives into our digital world. The hard work is done for you as the apps automatically crop and enhance your newly digitized photos. Just start scanning.   Accessories Anyone can perfect their scanning project, especially with the help of Photomyne’s accessories. Whether you’re looking to scan faster, reduce glare, remove blurriness, or protect your physical copies, Photomyne apps pair wonderfully with these additional tools. Our apps         Photomyne Photo Scan app Our flagship and first app. In addition to high-quality photo scanning, it offers advanced management, editing, and backup options. SlideScan app By Photomyne The only way to digitize photo slides from your smartphone. Convert slides to digital photos with SlideScan, then transfer photos to the Photomyne app to arrange photos in albums and to add details. Filmbox app By Photomyne Turn your smartphone into a private darkroom. Convert film negatives to digital photos then transfer them to the Photomyne app to arrange photos in albums and to add details. Colorize app By Photomyne Breathe color & a new life into old black and white photos. Simply scan or upload photos and watch your photos magically colorized.","40.00","40.00","1225","10634","4.4","200","5","Arts, Crafts & Sewing","USA"
"USB C Headphone for Samsung S23 FE S22 S21 S20 A53 A54 Wired Earbuds Magnetic in-Ear Type C Earphone with Microphone Volume Control Bass Stereo Noise Canceling for iPhone 15 Pro Max Pixel 6 6a 7a 8 5","TIT¦¦¦TE ¦¦¦","TITACUTE","Latest DAC chip: Support digital input signals, high fidelity sound quality. Broad compatibility: Fits all devices with USB C port on the market. Magnetic Design: allow you to wear it around neck to prevent wire tangled. Remote Control: ensures your safety when driving and Ergonomic Design: Nice fit, comfortable wearing, not easy to fall out. Built-in Microphone: Enjoy hands-free quality phone calls and gaming.   TITACUTE USB C Headphone for Samsung S21 Wired Earbuds Magnetic in-Ear Type C Earphone with Microphone Volume Control Bass Stereo Noise Canceling for iPad Pro Galaxy S20 FE Note 20 Pixel OnePlus 9 8T Compatibility (not completed Lit) for Samsung Galaxy S22/S22+/S22 Ultra/S21/S21+/S21 Ultra/S21 FE 5G/S20 FE 5G for Samsung Galaxy Z Flip 4/3/2, Galaxy Z Fold 4/3/2, Tab S8/S8+/S8 Ultra 5G/S7/S6/S5e for Samsung Galaxy A53/A33, Galaxy Note 20/20 Plus/20 Ultra/10/10 Plus forOnePlus 10T 5G/10 Pro/9 Pro/9/Nord/8T/8 Pro/8/7T Pro/7T/7 Pro/7/6T forGoogle Pixel 6a 6 6 Pro 5 4 4 XL 3 3 XL 2 XL foriPad Air 2022 2022, for iPad Pro 2021/2020/2018, for iPad Mini 6th 2021 forMacbook Pro 13"" 14"" 16"", for iMac and more mobile, tablet, laptop, devices with usb c audio port. for more USB Type-C devices without 3.5mm Jack 1.Type C in Ear Headphones with Microphone. 2.Additional Carrying Case USB C Heaphones with Microphone USB C Heaphones with Microphone USB C Heaphones with Microphone USB C Heaphones with Microphone USB C Heaphones with Charging Port USB C Heaphones with Microphone Add to Cart Buying Options Add to Cart Add to Cart Buying Options Buying Options Customer Reviews 4.2 out of 5 stars 1,705 4.1 out of 5 stars 91 4.2 out of 5 stars 1,401 4.2 out of 5 stars 1,401 3.7 out of 5 stars 54 3.8 out of 5 stars 25 Price $13.85$13.85 — $13.88$13.88 $13.98$13.98 — — Magnetic Earbuds Yes Yes Microphone Yes Yes Yes Yes Yes Yes Volume Control Yes Yes Yes Yes Yes Yes Carrying Case Yes Yes Yes Yes Yes Yes Connector Type USB Type-C USB Type-C, USB USB Type-C USB Type-C USB Type-C USB Type-C Earbud Design Hard, Ergonomic Half in-Ear Design Hard, EHard, Ergonomic Half in-Ear Designrgonomic Half in-Ear Design Hard, Ergonomic Half in-Ear Design Hard, Ergonomic Half in-Ear Design Design with Replaceable Soft Silicone Tips Design with Replaceable Soft Silicone Tips","13.60","13.60","6504","271","4.4","7000","44","Arts, Crafts & Sewing","China"
"Alphabet Binder Dividers for 3 Ring Binder (3 Sets x 26 Tabs) Binder Tabs Dividers - 3 Ring Binder Dividers with Tabs - Tabs for Binders with Table of Contents Page - ABC A-Z Dividers // Paper Plan","Pap¦¦¦Pla¦¦¦","Paper Plan","Binder Dividers - 8 Tab Set Binder Dividers - 5 Tab Set Binder Dividers Monthly Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 1,444 4.7 out of 5 stars 1,444 4.7 out of 5 stars 1,444 Price $19.99$19.99 $19.99$19.99 $11.99$11.99 Quantity in 1 Set 96 100 36 Holding Size 8.5 x 11"" 8.5 x 11"" 8.5 x 11"" Material Thick Paper Thick Paper Thick Paper Pack Details 12 Sets x 8 Tab Dividers 20 Sets x 5 Tab Dividers 3 Sets x 12 Tab Dividers","20.00","17.00","1444","3088","4.7","700","14","Electronics","China"
"Brother HL-L2405W Wireless Compact Monochrome Laser Printer with Mobile Printing, Black & White Output | Includes Refresh Subscription Trial(1), Amazon Dash Replenishment Ready","Ama¦¦¦.co¦¦¦","Brother","The Brother HL-L2405W Wireless Compact Monochrome (Black & White) Laser Printer is the simple, affordable choice for connected printing. Designed for reliability, this quick, efficient printer consistently produces crisp, easy-to-read black & white prints at speeds up to 30 pages per minute(2) (ppm). The 250-sheet paper tray(4) saves you even more time in the workday by reducing the frequency of paper refills. The compact footprint of this dependable, small printer means you can place it almost anywhere on your desktop. Built-in dual-band wireless functionality allows you to connect this b/w laser printer to multiple devices, or connect it locally to a single device with the USB 2.0 interface. Advanced security features help safeguard your information and maintain secure connections while printing. This reliable, cost-effective wireless printer is an efficient and time-saving addition to any home workspace. Use with Brother Genuine Supplies, expertly engineered by Brother to produce reliably sharp and smudge-free black & white prints in your Brother laser printer: Replacement Toner TN830 (Standard), TN830XL (High Yield), and TN830XL 2PK (Twin-Pack), and Replacement Drum Unit DR830. Requires enrollment in a monthly billed Brother Refresh EZ Print Subscription service plan based on monthly printed page allotments. Unused pages roll over, limitations apply. Additional page set charges and taxes apply during trial. Plan, options offer, and pricing subject to change. Open to new subscribers located in the contiguous United States only. After the free trial period your credit card will be charged on a monthly basis for the Plan Fee, Overages, and Taxes in accordance with the Terms of Service. Overage fees will apply during free trial. Your service will continue on a month-to-month basis until you cancel it. May be canceled at any time. Upon cancellation, cartridge will be deactivated and must be replaced at users’ expense in order to continue printing. 2. Based on one-sided printing. 3. Free app download and wireless connection required. Compatibility may vary by device and operating system. 4. Maximum capacity based on using 20-lb. paper. 5. Based on monthly subscription cost in U.S. for Mono Laser Power Plan vs. average cost per page of eligible like standard capacity cartridges. Savings will vary based on Refresh EZ Print Subscription plan selected. Images are for illustrative purposes only. Specifications subject to change.","119.00","119.00","2006","2913","4.1","2000","7","Office Products",""
"Prang Washable Glue Stick, Clear.74 Oz, 1 Count","Uni¦¦¦Now¦¦¦","Prang","Prang 0.74 oz Glue Stick dries clear, wrinkle free and is washable, odorless, Non-Toxic and ideal for children.","2.15","1.59","180","54046","4.2","","98","Office Products","Vietnam"
"Luxury Seat Cushion, 4 Inch Extra Thick Memory Foam for Pressure Relief, Sciatica, Tailbone Pain & Back Pain Relief, Multi-Use for Bleachers, Car, Gaming, Office Chair (Black)","Aul¦¦¦","Aulase","How does the seat cushion upgrade your sitting experience? The ergonomic design seat cushion is filled with high-quality temperature sensitive memory foam and covered with luxurious PU leather. It not only has an elegant appearance but also provides excellent support. Get relief from lower back, tailbone, and sciatica pain with our desk chair cushion. Previous page Next page 1 Supportive Memory Foam 2 Premium Leather Cover 3 Non-slip Bottom 4 Carry Handle Check Out Other Products By Aulase Rest Lower Back in Luxury Buying Options Lower Body Support Add to Cart Full Back Support Buying Options Large Dount Pillow Buying Options Price — $59.75$59.75 — — Material Pressure Reduce Memory Foam Memory Foam & Springs Slow Rebound Memory Foam Slow Rebound Memory Foam Features Premium Leather Cover Springs Support Removable Cover Center Hole for Relief Ideal For Tailbone, Lower Back, Legs Hips, Lower Back, Legs Upper, Middle, Lower Back Hips, Lower Back, Legs Dimensions 18'' x 14'' x 4'' 18'' x 16'' x 4'' 21'' x 16'' x 4'' 19'' x 17'' x 4'' Easy Clean ? ? ? ?","40.00","40.00","128","12354","4.4","500","63","Arts, Crafts & Sewing",""
"UBMOVE Large Cast Stretch Wrap 20"" x 1000' 80G Roll With Handle","Ama¦¦¦.co¦¦¦","Uboxes","UBMOVE Large Cast Stretch Wrap 20"" x 1000' 80G Roll With Handle","24.00","14.90","137","43042","4.6","200","67","Office Products","China"
"Mr. Pen- Dry Erase Board, 14” x 11” with a Black Dry Erase Marker, Small Mini White Board for Kids, Students","Mr.¦¦¦n","Mr. Pen","Previous page Next page 1 Features 2 Easy to Clean 3 Visualize your Thoughts 4 Usage Is it magnetic? No but it comes with 4 double-sided tapes to mount it to the wall Will wall damage for mounting it to the wall? No, there is no need to drill a wall for installing it Previous page Next page Compare our Products Small White Board Add to Cart Small White Board Add to Cart Small White Board Add to Cart Dry Erase Lapboard Add to Cart Magnetic Dry Erase Sheet Add to Cart Magnetic Dry Erase Sheet Buying Options Customer Reviews 4.5 out of 5 stars 9,599 4.5 out of 5 stars 9,599 4.6 out of 5 stars 903 4.3 out of 5 stars 721 4.5 out of 5 stars 1,741 4.4 out of 5 stars 542 Price $7.85$7.85 $9.99$9.99 $9.85$9.85 $3.99$3.99 $6.95$6.95 — Size 11"" x 14"" 11"" x 14"" 12.5"" x 9.5"" 11.75"" x 8.9"" 12"" x 8.3"" 17"" x 11.25"" Markers 1 Black 1 Black 8 Colorful 3 Colorful 4 Colorful 4 Colorful Function Planning, Scheduling, Drawing Planning, Scheduling, Drawing Daily Planner, Writing Education, Drawing Notes, Shopping list, Reminder Notes, Shopping list, Reminder Type Dry Erase Board Dry Erase Board Dry Erase Board Dry Erase Lapboard Dry Erase Sheet Dry Erase Sheet Accessories 1 Marker, 4 Double-Sided Tapes 1 Marker, 4 Double-Sided Tapes 8 Markers, 2 Magnets 3 Markers 4 Markers 4 Markers","15.00","7.85","9599","163","4.5","6000","3","Office Products",""
"FiiO BTR7 Headphone Amp Bluetooth Receiver High Resolution Portable DAC Supports MQA/LDAC/aptX HD 384K/32Bit DSD256 for Phone/PC/Car/Home Audio","All¦¦¦out¦¦¦fic¦¦¦","FiiO","New released high resolution portable bluetooth headphone amps ------ BTR7   1. BTR7 bluetooth amplifier is with powerful battery ------ 880mAh, and you could continue to use it for 9 hours; 2. Wired+wireless charging support; 3. 3.5+4.4mm dual outputs; 4. High-performance DAC ES9219C*2; A lossless, portable and high resolution Bluetooth amplifier just for you   1. BTR7 headphone amps can support two devices at the same time   In-vehicle mode It can automatically turns on and off with your car when you use it on your car at your headphone amps.   Widely compatible, 3.5+4.4mm dual outputs Each update of the BTR series reflects contemporary trends in the personal audio world. With the BTR7 portable amplifier, this means a 4.4mm balanced headphone output in addition to the traditional 3.5mm single-ended headphone output - for a more detailed audio experience in a jack format now widely used.   Convenient as a dongle The BTR7 headphone amps can also be used as a “dongle”, acting as a wired decoder and headphone amplifier for your phone. Simply press the “CHARGE” button with one click to switch into and out of “dongle” mode. Compared to the typical “dongle”, the BTR7 bluetooth amplifier does not consume your phone’s battery power while still maintaining its great sound quality and large power output.   Powerful battery life As a multifunctional Bluetooth amplifier, the BTR7 bluetooth amplifier needs plenty of battery power when used throughout the day. Not only has the battery capacity been increased to 880mAh, but both wired and wireless charging supports allow you to charge in more scenarios. USB wired charging is fast and efficient, while Qi wireless charging is convenient and will automatically stop charging when the battery is full.   In-vehicle mode   3.5mm+4.4mm   Dongle mode   880 mAh   High-performance DAC High-performance DAC ES9219C*2, we can control the power of sound, and it is into music paradise.   High-performance Bluetooth chip Experience your music when travelling without the mess of wires! The Qualcomm QCC5124 Bluetooth chip, with its dual DSP and dual-core CPU architecture, not only ensures stable connections but also supports both high-res formats like LDAC/aptX HD/aptX Adaptive and more common formats like AAC/SBC.   Thx AAA headphone amplifier The BTR7 headphone amps is the first portable Bluetooth amplifier to utilize 2 of the THX AAA-28 amplifiers. The FiiO R&D team had a breakthrough and was able to fit 4 channels of the THX AAA amplifiers into a compact body for a fully balanced audio design – resulting in 88% more single-ended power output and 30% more balanced power output compared to previous designs. Experience an extraordinarily bold symphony of music with the BTR7 amplifier.   High-performance XMOS chip When used for USB Audio, the BTR7 headphone amplifier relies on the XMOS XUF208 chip to receive and decode audio data streams, with support up to PCM 384kHz and native DSD256. In USB DAC mode and with an MQA player, up to MQA 8x rendering is supported.   High-performance DAC chip   High-performance Bluetooth chip   Thx AAA headphone amplifier   High-performance XMOS chip   Support MQA When used for USB Audio, the BTR7 headphone amps relies on the XMOS XUF208 chip to receive and decode audio data streams, with support up to PCM 384kHz and native DSD256. In USB DAC mode and with an MQA player, up to MQA 8x rendering is supported.   BTR7 portable headphone amplifier 1. USB Type C connector 2. 3.5mm+4.4mm dual headphone outputs 3. Charging Switch 4. Microphone   Connect with your smartphones You could use the cable to connect it with your smartphones, you also could use the bluetooth function to connect it with your smartphones.   Connect with your pc/laptops The connection is the same with smartphones, you could use BTR7 portable Bluetooth amps to connect with pc/laptops as a dac. You will easily get hi-res bluetooth format.   Support MQA   BTR7 amplifier   Connect with your smartphones   Connect with your pc/laptops   Portable size and lightweight It is convenient for you and you could take it anywhere for this portable size and lightweight.   BTR7 headphone amplifier 1. Bleutooth format support: LDAC/aptX Adaptive/aptX LL/aptX HD/aptX/AAC/SBC 2. Decoding support: Up to PCM 384kHz, DSD256 3. Battery: 880mAh 4. Audio connectors: 3.5mm single-ended/4.4mm balanced   Only with USB Type-C cable (1) USB Type-C cable*1; (2) Type-C to Type-C data cable*1; (3) Leather case*1; (4) Manual*1; (5) Card*1.   Comes with USB Type-C to Lightning cable (1) USB Type-C cable*1; (2) Type-C to Type-C data cable*1; (3) Type-C to Lightning data cable*1; (4) Leather case*1; (5) Manual*1; (6) Card*1   Portable size and lightweight   BTR7 headphone amplifier   Rich accessories   Rich accessories FAQ for BTR7 headphone amps Q1: Why can't BTR7 headphone amps be paired and connected to my phone? How to reset? (1) [Clear the pairing information on your phone]: Go to Settings-Bluetooth to delete the BTR7 pairing information and reconnect it to BTR7 Bluetooth amps. (2) [Clear the pairing information on BTR7]: When it is on, hold both the volume- and volume+ buttons at the same time for about 5s. (3) [Reset operation]: Click the power button and the volume - button at the same time. Q2: How to use the BTR7 amplifier as a USB DAC for mobile phones? [Android phone] Use the Type-C to Type-C cable included in the package to connect the BTR7 to your mobile phone. Play music to directly enjoy high-quality music. Note: If there is no sound after connecting, you need to pay attention to the following points: (1) Settings on apps, such as FiiO Music, there is a USB output that needs to be enabled, but some devices will have sound only with the USB output turned off. (2) Please check if the USB debugging is enabled in developer mode. You may need to open ""Developer Options"" in ""Other Advanced Settings"", and then enable the ""USB Debugging"" or ""OTG"" function. (3) Please confirm whether the cable is FiiO's type C to type C cable, whether the cable is reversed as there is a direction indication. (4) After the above settings are completed, you can try to re-plug the data cable, or play the track, play another track to make sure whether it is a hardware or software issue. If your issue remains, please contact our support team by google ""fiio"" to confirm whether it needs to be returned. [iPhone/iPad] Users of BTR7 Standard Edition: please buy an extra Lightning to Type-C cable. Users of BTR7 Apple Edition: there is a Lightning to Type-C cable included in the accessory. Connect the BTR7 to the iPhone/iPad/iPod via this cable to enjoy high-quality music. Q3: How to switch Bluetooth codec for BTR7 in your Android mobile phone? When connecting BTR7 amplifier to Android mobile phone which supports Aptx adaptive Bluetooth codec, the default Bluetooth codec will be Aptx adaptive. If you would like to use other Bluetooth codec(Like LDAC), please follow this steps for help: 1. Enter FiiO Control app-BTR7-Status. 2. Click ""select Bluetooth code"". 3. Cancel the selection of ""Aptx adaptive"" ,then click""ok"". 4. The BTR7 will restart and reconnect to the mobile phone via LDAC or other Bluetooth codec.","200.00","156.00","611","31197","4.4","100","33","Office Products",""
